ca,de
"Voluntari de la milícia de Nova Zelanda, ell va ajudar a la creació dels Stratford Rifle Volunteers.
","Als Freiwilliger der neuseeländischen Miliz unterstützte er die Aushebung der Stratford Rifle Volunteers.
"
"La seva reputació com a bomber voluntari era llegendària.
","Als freiwilliger Feuerwehrmann war sein Ruf legendär.
"
"Amic d'Isaac Newton, també un dels seus primers biògrafs.
","Als Freund von Isaac Newton war er auch einer seiner ersten Biografen.
"
"Amic d'Offenbach, va escriure llibrets per a tres de les obres del compositor.
","Als Freund von Offenbach schrieb er Libretti für drei Werke des Komponisten.
"
"Com a gest d'amistat cap al grup, va escriure ""Tighter, Tighter"" per a ells.
","Als Freundschaftsgeste schrieb er „Tighter, Tighter“ für sie.
"
"Té un punt de fum relativament alt com a mitjà per fregir.
","Als Frittiergerät hat es einen relativ hohen Rauchpunkt.
"
"Com a catòlica romana devota, va pertànyer al British Catholic Stage Guild.
","Als fromme römisch-katholische Frau gehörte sie der British Catholic Stage Guild an.
"
"Metodista devot, també va ser actiu en la divulgació cristiana.
","Als frommer Methodist war er auch in der christlichen Öffentlichkeitsarbeit aktiv.
"
"Al fruit, els tèpals desenvolupen cinc ales.
","Als Frucht bilden die Tepalen fünf Blätter aus.
"
"Un dels primers modernistes americans, sovint se’l considera el primer pintor abstracte americà.
","Als früher amerikanischer Modernist wird er oft als der erste amerikanische abstrakte Maler angesehen.
"
"Es va dissenyar per ser una fortificació de cinc cares, no es va completar mai.
","Als fünfseitige Befestigungsanlage konzipiert, wurde sie nie fertiggestellt.
"
"Com a nombre enter, es pot representar pels primers set dígits.
","Als ganze Zahl kann er durch die ersten sieben Ziffern dargestellt werden.
"
"Mentre Gardner estava fora de la política, tenia interessos comercials, inclosa una fàbrica tèxtil.
","Als Gardner nicht politisch aktiv war verfolgte er wirtschaftliche Interessen, darunter eine Textilfabrik.
"
"Com a país amfitrió, Portugal es va classificar i es va col·locar automàticament en el Grup A.
","Als Gastgeberland brauchte sich Portugal nicht zu qualifizieren und wurde automatisch in Gruppe A eingestuft.
"
"Van convidar com a intèrprets convidats a Paul Wong, Ryan Hui i Karen Mok.
","Als Gastinterpreten luden sie Paul Wong, Ryan Hui und Karen Mok ein.
"
"Es considera que l’èxit més gran de Gayden com a escriptor és la cançó «Everlasting Love».
","Als Gaydens größter Hit als Texter gilt das Lied „Everlasting Love“.
"
"Nascut com a Quaker, Hill esperava atreure una comunitat de Quaker a l'est de Washington.
","Als geborener Quaker hoffte Hill, eine Quaker-Gemeinde ins östliche Washington zu locken.
"
"Nascut com a Timucin Rustem, més tard va adoptar el nom de Lawrence.
","Als geborener Timucin Rustem übernahm er später den Namen Lawrence.
"
"Aquest efecte s'ha anomenat escassetat de naixements.
","Als Geburtsmangel wird dieser Effekt bezeichnet.
"
"A canvi d’aquest reconeixement, Venècia va ser retornada a l’Imperi.
","Als Gegenleistung für diese Wertschätzung wurde Venedig an das Kaiserreich zurückgegeben.
"
"A canvi de la seva ajuda, el príncep havia promès a John el Regne de Nàpols.
","Als Gegenleistung für seine Unterstützung hatte der Fürst Johann das Königreich Neapel versprochen.
"
"A canvi, ell li dona un farcell de fruits secs i llavors.
","Als Gegenleistung gibt er ihr ein Bündel Nüsse und Samen.
"
"En el manga, com a esperit, ella no comprèn en absolut aquests sentiments
","Als Geist versteht er diese Gefühle nicht tief.
"
"Un orador enginyós de la Cambra dels Comuns, de qual se’n recorda especialment el seu ""discurs de xampany"".
","Als geistreicher Redner im Unterhaus blieb seine „Champagner-Rede“ besonders in Erinnerung.
"
"Com a erudit és més conegut pel seu treball sobre Sòfocles i Plató.
","Als Gelehrter ist er durch seine Werke über Sophokles und Plato am bekanntesten.
"
"Hugh no era molt conegut com a catedràtic.
","Als Gelehrter war Hugh nicht sehr bekannt.
"
"Com a parròquia civil, Great Paxton té un consell parroquial.
","Als Gemeinde besitzt Great Paxton einen Gemeinderat.
"
"Com a comunitat, Dunthorpe va ser històricament establerta per la Riverdale Grade School.
","Als Gemeinde gehörte Dunthorpe historisch zur Grundschule von Riverdale.
"
"Com a parròquia civil, Alconbury Weston té un consell parroquial.
","Als Gemeinde verfügt Alconbury Weston über einen Gemeinderat.
"
"Com un esforç conjunt.
","Als gemeinsame Anstrengung.
"
"Com a motor de tràfic mixt, pot portar passatgers i mercaderies.
","Als gemischter Verkehrsmotor wickelte sie sowohl Passagier- als auch Frachtaufgaben ab.
"
"A mesura que les institucions van passar a estar sota el domini romà, el dret romà es va convertir en el dret internacional en vigor.
","Als ""Gentes"" unter römische Herrschaft gebracht wurden, trat das römische Recht in Kraft.
"
"Quan en George tenia tres anys, Molineux va començar a educar-lo.
","Als George drei Jahre alt war, begann Molineux mit seiner Ausbildung.
"
"Com a primera dama de Geòrgia, a la Sra. Busbee se la coneixia per l'èmfasi que posava en el voluntariat.
","Als Georgiens First Lady war Frau Busbee für ihren Schwerpunkt auf Freiwilligenarbeit bekannt.
"
"Quan es van desenvolupar els detectors de germani per primer cop, només es disposava de cristalls molt petits.
","Als Germaniumdetektoren ursprünglich entwickelt wurden, gab es nur sehr kleine Kristalle.
"
"Quan Gerry Anderson es va allunyar de l'animació, Mitton es va fer professional independent.
","Als Gerry Anderson die Animation verließ, wurde Mitton Freiberufler.
"
"Quan els problemes de salut van provocar que Gardiner dimitís tres anys després, Russel va convertir-se en president.
","Als gesundheitliche Probleme drei Jahre später zu Gardiners Rücktritt führten, wurde Russell Präsident.
"
"Com a ministre de sanitat, va jugar un paper crucial en la introducció del Medicare.
","Als Gesundheitsminister spielte er eine entscheidende Rolle bei der Einführung von Medicare.
"
"Com a ministre de salut, Colebatch va ser responsable de la quarantena.
","Als Gesundheitsminister war Colebatch für Quarantäne verantwortlich.
"
"Inventor intel·ligent, Hawker va desenvolupar un enorme interès en tots els avenços mecànics i d’enginyeria.
","Als gewiefter Erfinder entwickelte Hawker ein großes Interesse an allen mechanischen und technischen Entwicklungen.
"
"Com a guanyador, Carlos pronuncia el seu discurs d’agraïment davant de l'escenari.
","Als Gewinner hält Carlos seine Dankesrede vor der Bühne.
"
"Com a guanyador, Carlos pronuncia el seu discurs d’agraïment davant de l'escenari.
","Als Gewinner hielt Carlos seine Dankesrede vor der Bühne.
"
"Gilbert Heron, nascut a Kingston, Jamaica, provenia d'una família humil.
","Als Gilbert Heron in Kingston, Jamaica geboren, kam er aus einer wohlhabenden Familie.
"
"Quan li van preguntar a Gill si és bisexual.
","Als Gill gefragt wurde, „Würden Sie sagen, Sie sind bisexuell?
"
"La línia daurada és un somriure tailandès, que expressa una benvinguda calorosa als visitants.
","Als goldene Linie bezeichnet man ein Thai-Lächeln, das Besucher herzlich willkommen heißt.
"
"Com a governador, Shafer era més conegut per promoure les reformes de la Constitució estatal.
","Als Gouverneur machte sich Shafer vor allem durch seinen Einsatz für Reformen der Verfassung des Bundesstaats einen Namen.
"
"Com a governador va ser un dels molts que van defensar millores de l'educació pública.
","Als Gouverneur setzte er sich für die Verbesserung der öffentlichen Bildung ein.
"
"Com a governador, Brunsdale era un àvid partidari dels projectes de desenvolupament de l’aigua.
","Als Gouverneur war Brunsdale ein großer Befürworter von Gewässerentwicklungsprojekten.
"
"Com a governador, les seves propostes de reforma van ser aturades per la legislatura estatal.
","Als Gouverneur wurden seine Reformvorschläge von dem Parlament des Bundesstaats aufgehalten.
"
"Quan Grant s’assabenta, admet que mai l’ha estimat i el recluta ell mateix.
","Als Grant das herausfindet, gibt er zu, dass er sie nie geliebt hat, und nimmt es selbst in Beschlag.
"
"Com a gravador, es troba entre els millors ""Petits Mestres"" alemanys.
","Als Graveur zählt er zu den besten der deutschen „Kleinen Meister“.
"
"Com a zona fronterera, la Selva de Bohèmia ha tingut una història complicada.
","Als Grenzregion hat der Böhmerwald eine komplizierte Geschichte hinter sich.
"
"Va ser un gran jugador de “whist” i en va escriure un tractat.
","Als großartiger Whist-Spieler hinterließ er eine Broschüre zu diesem Thema.
"
"Quan el gran duc Boris de Rússia va visitar Newport, la senyora
","Als Großherzog Boris von Russland Newport besuchte, lud Mrs.
"
"El principal productor polonès de planadors, els seus productes van exportar-se a molts països.
","Als größter polnischer Hersteller von Segelflugzeugen exportierte das Unternehmen seine Produkte in mehrere Länder.
"
"Va mencionar que la pressió del fet de viatjar massa era el motiu.
","Als Grund nannte er den Druck von zu vielen Reisen.
"
"Els organitzadors de la cursa van citar la caiguda de l'economia com a motiu.
","Als Grund nannten die Organisatoren einen wirtschaftlichen Abschwung.
"
"La raó que es va donar va ser que els membres necessitaven temps per pensar.
","Als Grund wurde angegeben, dass die Mitglieder Zeit zum Nachdenken brauchten.
"
"S’han esmentat problemes amb l’empresa d’autobusos turístics com a motiu de la cancel·lació.
","Als Gründe für die Stornierung wurden Probleme mit der Tourbusgesellschaft angeführt.
"
"El procés utilitza mescladors sedimentadors com a base de l'operació de la planta.
","Als Grundlage für den Betrieb der Anlage werden Mischer-Absetzer eingesetzt.
"
"Com a pigment mòlt, es pot utilitzar dioptasa en pintura.
","Als Grundpigment kann Dioptase in der Malerei verwendet werden.
"
"Abraham els ha descrit com a ""una consciència de grup de la dimensió no física"".
","Als „Gruppenbewusstsein aus der nicht-physischen Dimension“ hat sich Abraham selbst beschrieben.
"
"Com a additiu de cautxú, la mica redueix la permeabilitat del gas i millora la resistència.
","Als Gummizusatz reduziert Glimmer die Gaspermeation und verbessert die Elastizität.
"
"Gussie, en unir-se al nostre petit grup, semblava empipat per alguna cosa.
","Als Gussie sich unserer kleinen Gruppe anschloss, schien er über etwas verärgert zu sein.
"
"Se solen aferrar serpentines i cordes de feltre per a crear el cabell.
","Als Haare werden normalerweise Luftschlangen und Filzschnüre aufgeklebt.
"
"Quan Hai s’hi nega, segresten els seus germans petits, obligant-lo a participar.
","Als Hai sich weigert, werden seine jüngere Schwester und sein Bruder entführt, was ihn zur Beihilfe zwingt.
"
"El darrere o mig d'obertura va marcar molts cops de càstig i evitava els placatges amb les seves carreres en velocitat.
","Als Halbaußen oder Verteidiger war er ein eifriger Torschütze und ein schneller, geschickter Läufer.
"
"Quan Harriet McCreary estava en la universitat, la assistenta de McCreary, Jennie Shaw, era l'amfitriona.
","Als Harriet McCreary fort am College war, diente McCrearys Haushälterin Jennie Shaw als Gastgeberin.
"
"""Materials de paisatge durs"" també pot referir-se a mobles d'exteriors i altres productes que conformin el paisatge.
","Als „harte Landschaft“ können auch Gartenmöbel und andere landschaftliche Elemente bezeichnet werden.
"
"Com a conills, els personatges dels jugadors tenen enfront dels perills que reflecteixen els que hi ha al món real.
","Als Hasen stehen die Spielercharaktere Gefahren gegenüber, die denen der realen Welt entsprechen.
"
"Com a protagonista principal, actuava sovint amb Mona Lisa.
","Als Hauptdarsteller spielte er oft mit schönen Frauen.
"
"També s'ofereixen especialitats en Bioquímica, Bioinformàtica i Ciències Ambientals.
","Als Hauptfächer werden außerdem Biochemie, Bioinformatik und Umweltwissenschaften angeboten.
"
"Els crítics citen la inflexibilitat del sistema escolar com la desavantatge més gran.
","Als Hauptnachteil wird von Kritikern die Inflexibilität des Schulsystems angeführt.
"
"Com a orador principal, Obama va definir el to per a la plataforma del partit.
","Als Hauptredner gibt Obama den Ton für das Parteiprogramm an.
"
"Quan Hay tenia menys d'un any, la família es va traslladar a Suffolk.
","Als Hay weniger als ein Jahr alt war, zog seine Familie nach Suffolk um.
"
"Quan Enric va arribar al castell de Matilde, el Papa va ordenar que se li denegués l'entrada.
","Als Heinrich in Matildas Schloss ankam, befahl der Papst, ihm die Einreise zu verweigern.
"
"En créixer, era molt propera de la poeta de Shetland, Rhoda Bulter.
","Als Heranwachsender stand er der shetländischen Dichterin Rhoda Bulter nahe.
"
"A mesura que va anar creixent, Giovinazzo es va convertir en un atleta àvid.
","Als Heranwachsender war Giovinazzo ein begeisterter Sportler.
"
"Com a editor, parlava principalment de pel·lícules, tot i que publicava articles ocasionals sobre altres temes.
","Als Herausgeber fokussierte er sich hauptsächlich auf Filme, hin und wieder auch auf Artikel zu anderen Themen.
"
"Quan es va descobrir la veritat sobre la manca de superpoders de l'Eli, l'Eli va deixar l'equip.
","Als herauskam, dass Eli über keine Superkräfte verfügte, verließ Eli das Team.
"
"Rhett, un orador excel·lent, va apel·lar als seus electors per conservar la majoria al Congrés.
","Als herausragender Redner appellierte Rhett an seine Wähler, sich der Mehrheit im Kongress zu widersetzen.
"
"Els efectes convencionals que es poden aconseguir són modulació de l'amplitud i estirament en el temps.
","Als herkömmliche Effekte lassen sich u. a. Amplitudenmodulation und Zeitdehnung erzielen.
"
"Blackwell és estudiant de secundària i atropella mortalment un amic en un accident de cotxe.
","Als Highschool-Schüler tötet Blackwell einen Freund bei einem Autounfall.
"
"Va tornar a ser un defensor del govern, donant suport al govern de John Bracken.
","Als Hinterbänkler unterstützte er erneut die Regierung, diesmal die von John Bracken.
"
"Com un picar l’ullet al seu origen, es va anomenar ""Projecte Koala"".
","Als Hinweis darauf, woher es kam, wurde es das „Koala-Projekt“ genannt.
"
"Un maquinista aficionat gaudeix de les matemàtiques i d’anar a córrer.
","Als Hobbymaschinist hat er Spaß an Mathematik und Jogging.
"
